timestamp,load_kw,temperature_c,humidity_percent
2026-01-01 00:00:00+00:00,118.2,-0.993988361613863,0.9670364976753151
2026-01-01 01:00:00+00:00,114.7,-1.1001081155228158,1.072723546601579
2026-01-01 02:00:00+00:00,112.9,-1.2062278694317696,1.178410595527843
2026-01-01 03:00:00+00:00,111.8,-1.3123476233407232,1.284097644454107
2026-01-01 04:00:00+00:00,113.4,-1.3830941259466918,1.3897846933803708
2026-01-01 05:00:00+00:00,119.6,-1.2769743720377382,1.284097644454107
2026-01-01 06:00:00+00:00,131.5,-1.0293616129168472,0.9670364976753151
2026-01-01 07:00:00+00:00,145.2,-0.6048825972810342,0.5442883019702592
2026-01-01 08:00:00+00:00,151.8,-0.14503033034223625,0.1215401062652034
2026-01-01 09:00:00+00:00,154.3,0.2794486852935768,-0.30120808943985244
2026-01-01 10:00:00+00:00,152.6,0.6685544496264062,-0.6182692362186443
2026-01-01 11:00:00+00:00,149.9,0.9515404600502819,-0.9353303829974362
2026-01-01 12:00:00+00:00,147.1,1.163779967868188,-1.146704480849964
2026-01-01 13:00:00+00:00,146.4,1.3052729730801265,-1.358078578702492
